Data/Hora,"Lat, Long",Latitude,Longitude
25/04/2023 15:01:59,"-22.978008,-43.231819",-22.978008,-43.231819
25/04/2023 15:02:09,"-22.977995,-43.231812",-22.977995,-43.231812
25/04/2023 15:02:19,"-22.978000,-43.231815",-22.978,-43.231815
25/04/2023 15:02:29,"-22.978000,-43.231811",-22.978,-43.231811
25/04/2023 15:02:39,"-22.978001,-43.231811",-22.978001,-43.231811
25/04/2023 15:02:49,"-22.978003,-43.231815",-22.978003,-43.231815
25/04/2023 15:02:59,"-22.977994,-43.231808",-22.977994,-43.231808
25/04/2023 15:03:09,"-22.978005,-43.231815",-22.978005,-43.231815
25/04/2023 15:03:19,"-22.978009,-43.231818",-22.978009,-43.231818
25/04/2023 15:03:29,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:03:39,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:03:49,"-22.977995,-43.231821",-22.977995,-43.231821
25/04/2023 15:03:59,"-22.978004,-43.231819",-22.978004,-43.231819
25/04/2023 15:04:09,"-22.978005,-43.231817",-22.978005,-43.231817
25/04/2023 15:04:19,"-22.978001,-43.231820",-22.978001,-43.23182
25/04/2023 15:04:29,"-22.978005,-43.231821",-22.978005,-43.231821
25/04/2023 15:04:39,"-22.978003,-43.231816",-22.978003,-43.231816
25/04/2023 15:04:50,"-22.978001,-43.231817",-22.978001,-43.231817
25/04/2023 15:04:59,"-22.978004,-43.231820",-22.978004,-43.23182
25/04/2023 15:05:09,"-22.977995,-43.231815",-22.977995,-43.231815
25/04/2023 15:05:19,"-22.977996,-43.231813",-22.977996,-43.231813
25/04/2023 15:05:34,"-22.977994,-43.231811",-22.977994,-43.231811
25/04/2023 15:05:44,"-22.977992,-43.231812",-22.977992,-43.231812
25/04/2023 15:05:54,"-22.978014,-43.231827",-22.978014,-43.231827
25/04/2023 15:06:04,"-22.978001,-43.231809",-22.978001,-43.231809
25/04/2023 15:06:14,"-22.977986,-43.231817",-22.977986,-43.231817
25/04/2023 15:06:24,"-22.978003,-43.231823",-22.978003,-43.231823
25/04/2023 15:06:35,"-22.977992,-43.231823",-22.977992,-43.231823
25/04/2023 15:06:44,"-22.977993,-43.231816",-22.977993,-43.231816
25/04/2023 15:06:54,"-22.978016,-43.231828",-22.978016,-43.231828
25/04/2023 15:07:05,"-22.978002,-43.231820",-22.978002,-43.23182
25/04/2023 15:07:14,"-22.977994,-43.231823",-22.977994,-43.231823
25/04/2023 15:07:24,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:07:34,"-22.978012,-43.231822",-22.978012,-43.231822
25/04/2023 15:07:44,"-22.977991,-43.231814",-22.977991,-43.231814
25/04/2023 15:07:54,"-22.977979,-43.231814",-22.977979,-43.231814
25/04/2023 15:08:05,"-22.977994,-43.231809",-22.977994,-43.231809
25/04/2023 15:08:15,"-22.977999,-43.231814",-22.977999,-43.231814
25/04/2023 15:08:25,"-22.976140,-43.231732",-22.97614,-43.231732
25/04/2023 15:08:35,"-22.978007,-43.231815",-22.978007,-43.231815
25/04/2023 15:08:45,"-22.977989,-43.231818",-22.977989,-43.231818
25/04/2023 15:08:55,"-22.977058,-43.231777",-22.977058,-43.231777
25/04/2023 15:09:05,"-22.978007,-43.231819",-22.978007,-43.231819
25/04/2023 15:09:15,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:09:25,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:09:35,"-22.978005,-43.231821",-22.978005,-43.231821
25/04/2023 15:09:45,"-22.977996,-43.231815",-22.977996,-43.231815
25/04/2023 15:09:55,"-22.978009,-43.231816",-22.978009,-43.231816
25/04/2023 15:10:05,"-22.978009,-43.231820",-22.978009,-43.23182
25/04/2023 15:10:15,"-22.977978,-43.231812",-22.977978,-43.231812
25/04/2023 15:10:25,"-22.977196,-43.231784",-22.977196,-43.231784
25/04/2023 15:10:25,"-22.977196,-43.231784",-22.977196,-43.231784
25/04/2023 15:10:50,"-22.977181,-43.231781",-22.977181,-43.231781
25/04/2023 15:11:00,"-22.977351,-43.231788",-22.977351,-43.231788
25/04/2023 15:11:00,"-22.977351,-43.231788",-22.977351,-43.231788
25/04/2023 15:11:21,"-22.978005,-43.231814",-22.978005,-43.231814
25/04/2023 15:11:30,"-22.978001,-43.231821",-22.978001,-43.231821
25/04/2023 15:11:30,"-22.978001,-43.231821",-22.978001,-43.231821
25/04/2023 15:11:50,"-22.978003,-43.231815",-22.978003,-43.231815
25/04/2023 15:12:00,"-22.977998,-43.231814",-22.977998,-43.231814
25/04/2023 15:12:00,"-22.977998,-43.231814",-22.977998,-43.231814
25/04/2023 15:12:21,"-22.978010,-43.231817",-22.97801,-43.231817
25/04/2023 15:12:35,"-22.978006,-43.231819",-22.978006,-43.231819
25/04/2023 15:12:35,"-22.978006,-43.231819",-22.978006,-43.231819
25/04/2023 15:12:45,"-22.978002,-43.231812",-22.978002,-43.231812
25/04/2023 15:12:55,"-22.977170,-43.231789",-22.97717,-43.231789
25/04/2023 15:13:15,"-22.978005,-43.231823",-22.978005,-43.231823
25/04/2023 15:13:15,"-22.978005,-43.231823",-22.978005,-43.231823
25/04/2023 15:13:25,"-22.978020,-43.231829",-22.97802,-43.231829
25/04/2023 15:13:25,"-22.978020,-43.231829",-22.97802,-43.231829
25/04/2023 15:13:25,"-22.978020,-43.231829",-22.97802,-43.231829
25/04/2023 15:13:45,"-22.978004,-43.231811",-22.978004,-43.231811
25/04/2023 15:13:55,"-22.978005,-43.231817",-22.978005,-43.231817
25/04/2023 15:13:55,"-22.978005,-43.231817",-22.978005,-43.231817
25/04/2023 15:14:16,"-22.978010,-43.231817",-22.97801,-43.231817
25/04/2023 15:14:25,"-22.977101,-43.231780",-22.977101,-43.23178
25/04/2023 15:14:25,"-22.977101,-43.231780",-22.977101,-43.23178
25/04/2023 15:14:46,"-22.978002,-43.231819",-22.978002,-43.231819
25/04/2023 15:14:56,"-22.978011,-43.231818",-22.978011,-43.231818
25/04/2023 15:14:56,"-22.978011,-43.231818",-22.978011,-43.231818
25/04/2023 15:15:16,"-22.976120,-43.231731",-22.97612,-43.231731
25/04/2023 15:15:26,"-22.978022,-43.231820",-22.978022,-43.23182
25/04/2023 15:15:26,"-22.978022,-43.231820",-22.978022,-43.23182
25/04/2023 15:15:47,"-22.977999,-43.231824",-22.977999,-43.231824
