Data/Hora,"Lat, Long",Latitude,Longitude
19/04/2023 11:13:33,"-22.977980,-43.231784",-22.97798,-43.231784
19/04/2023 11:13:43,"-22.977975,-43.231797",-22.977975,-43.231797
19/04/2023 11:13:54,"-22.977990,-43.231806",-22.97799,-43.231806
19/04/2023 11:14:04,"-22.977986,-43.231794",-22.977986,-43.231794
19/04/2023 11:14:13,"-22.977983,-43.231798",-22.977983,-43.231798
19/04/2023 11:14:24,"-22.977996,-43.231803",-22.977996,-43.231803
19/04/2023 11:14:34,"-22.977998,-43.231818",-22.977998,-43.231818
19/04/2023 11:14:44,"-22.978960,-43.232501",-22.97896,-43.232501
19/04/2023 11:14:54,"-22.979305,-43.232806",-22.979305,-43.232806
19/04/2023 11:15:04,"-22.977989,-43.231802",-22.977989,-43.231802
19/04/2023 11:15:14,"-22.978001,-43.231810",-22.978001,-43.23181
19/04/2023 11:15:24,"-22.978009,-43.231820",-22.978009,-43.23182
19/04/2023 11:15:34,"-22.977977,-43.231838",-22.977977,-43.231838
19/04/2023 11:15:44,"-22.978962,-43.232484",-22.978962,-43.232484
19/04/2023 11:15:54,"-22.978770,-43.232405",-22.97877,-43.232405
19/04/2023 11:16:04,"-22.977992,-43.231810",-22.977992,-43.23181
19/04/2023 11:16:14,"-22.977998,-43.231814",-22.977998,-43.231814
19/04/2023 11:16:24,"-22.978006,-43.231815",-22.978006,-43.231815
19/04/2023 11:16:34,"-22.978881,-43.232475",-22.978881,-43.232475
19/04/2023 11:16:44,"-22.978003,-43.231812",-22.978003,-43.231812
19/04/2023 11:16:54,"-22.978008,-43.231822",-22.978008,-43.231822
19/04/2023 11:17:04,"-22.978005,-43.231820",-22.978005,-43.23182
19/04/2023 11:17:14,"-22.977985,-43.231836",-22.977985,-43.231836
19/04/2023 11:17:24,"-22.978010,-43.231818",-22.97801,-43.231818
19/04/2023 11:17:34,"-22.977971,-43.231772",-22.977971,-43.231772
19/04/2023 11:17:44,"-22.978023,-43.231830",-22.978023,-43.23183
19/04/2023 11:17:54,"-22.978013,-43.231819",-22.978013,-43.231819
19/04/2023 11:18:04,"-22.978022,-43.231838",-22.978022,-43.231838
19/04/2023 11:18:14,"-22.978016,-43.231819",-22.978016,-43.231819
19/04/2023 11:18:24,"-22.978014,-43.231820",-22.978014,-43.23182
19/04/2023 11:18:34,"-22.978010,-43.231817",-22.97801,-43.231817
19/04/2023 11:18:44,"-22.978955,-43.232458",-22.978955,-43.232458
19/04/2023 11:18:54,"-22.978002,-43.231812",-22.978002,-43.231812
19/04/2023 11:19:04,"-22.978013,-43.231819",-22.978013,-43.231819
19/04/2023 11:19:14,"-22.978022,-43.231851",-22.978022,-43.231851
19/04/2023 11:19:24,"-22.978006,-43.231814",-22.978006,-43.231814
19/04/2023 11:19:34,"-22.978035,-43.231834",-22.978035,-43.231834
19/04/2023 11:19:44,"-22.978017,-43.231820",-22.978017,-43.23182
19/04/2023 11:19:54,"-22.978015,-43.231816",-22.978015,-43.231816
19/04/2023 11:20:04,"-22.978004,-43.231818",-22.978004,-43.231818
19/04/2023 11:20:14,"-22.978015,-43.231822",-22.978015,-43.231822
19/04/2023 11:20:24,"-22.978007,-43.231813",-22.978007,-43.231813
19/04/2023 11:20:34,"-22.978012,-43.231820",-22.978012,-43.23182
19/04/2023 11:20:44,"-22.977996,-43.231819",-22.977996,-43.231819
19/04/2023 11:20:54,"-22.978021,-43.231836",-22.978021,-43.231836
19/04/2023 11:21:04,"-22.978013,-43.231816",-22.978013,-43.231816
19/04/2023 11:21:14,"-22.977998,-43.231809",-22.977998,-43.231809
19/04/2023 11:21:24,"-22.978005,-43.231816",-22.978005,-43.231816
19/04/2023 11:21:34,"-22.978011,-43.231821",-22.978011,-43.231821
19/04/2023 11:21:44,"-22.977999,-43.231826",-22.977999,-43.231826
19/04/2023 11:21:54,"-22.978010,-43.231814",-22.97801,-43.231814
19/04/2023 11:22:04,"-22.977996,-43.231817",-22.977996,-43.231817
19/04/2023 11:22:14,"-22.978009,-43.231813",-22.978009,-43.231813
19/04/2023 11:22:25,"-22.978009,-43.231816",-22.978009,-43.231816
19/04/2023 11:22:34,"-22.977989,-43.231828",-22.977989,-43.231828
19/04/2023 11:22:44,"-22.978012,-43.231819",-22.978012,-43.231819
19/04/2023 11:22:55,"-22.978005,-43.231816",-22.978005,-43.231816
19/04/2023 11:23:05,"-22.978011,-43.231828",-22.978011,-43.231828
19/04/2023 11:23:14,"-22.977999,-43.231814",-22.977999,-43.231814
19/04/2023 11:23:25,"-22.977980,-43.231813",-22.97798,-43.231813
19/04/2023 11:23:35,"-22.978001,-43.231813",-22.978001,-43.231813
19/04/2023 11:23:45,"-22.977996,-43.231818",-22.977996,-43.231818
19/04/2023 11:23:55,"-22.977987,-43.231812",-22.977987,-43.231812
19/04/2023 11:24:05,"-22.978010,-43.231824",-22.97801,-43.231824
19/04/2023 11:24:15,"-22.977995,-43.231816",-22.977995,-43.231816
19/04/2023 11:24:25,"-22.978002,-43.231818",-22.978002,-43.231818
19/04/2023 11:24:35,"-22.978992,-43.232495",-22.978992,-43.232495
19/04/2023 11:24:45,"-22.978010,-43.231807",-22.97801,-43.231807
19/04/2023 11:24:55,"-22.978015,-43.231815",-22.978015,-43.231815
19/04/2023 11:25:05,"-22.978004,-43.231816",-22.978004,-43.231816
19/04/2023 11:25:15,"-22.978014,-43.231821",-22.978014,-43.231821
19/04/2023 11:25:25,"-22.978003,-43.231819",-22.978003,-43.231819
19/04/2023 11:25:35,"-22.978005,-43.231821",-22.978005,-43.231821
19/04/2023 11:25:45,"-22.977992,-43.231822",-22.977992,-43.231822
19/04/2023 11:25:55,"-22.978004,-43.231820",-22.978004,-43.23182
19/04/2023 11:26:05,"-22.978017,-43.231828",-22.978017,-43.231828
19/04/2023 11:26:15,"-22.978003,-43.231825",-22.978003,-43.231825
19/04/2023 11:26:25,"-22.978004,-43.231818",-22.978004,-43.231818
19/04/2023 11:26:35,"-22.978919,-43.232498",-22.978919,-43.232498
19/04/2023 11:26:45,"-22.977999,-43.231823",-22.977999,-43.231823
19/04/2023 11:26:55,"-22.978026,-43.231834",-22.978026,-43.231834
19/04/2023 11:27:05,"-22.977990,-43.231808",-22.97799,-43.231808
19/04/2023 11:27:15,"-22.977994,-43.231814",-22.977994,-43.231814
19/04/2023 11:27:25,"-22.978004,-43.231823",-22.978004,-43.231823
19/04/2023 11:27:35,"-22.978008,-43.231822",-22.978008,-43.231822
19/04/2023 11:27:45,"-22.978011,-43.231815",-22.978011,-43.231815
19/04/2023 11:27:55,"-22.977999,-43.231826",-22.977999,-43.231826
19/04/2023 11:28:05,"-22.978977,-43.232501",-22.978977,-43.232501
19/04/2023 11:28:15,"-22.978010,-43.231809",-22.97801,-43.231809
19/04/2023 11:28:25,"-22.979285,-43.232784",-22.979285,-43.232784
19/04/2023 11:28:35,"-22.978008,-43.231832",-22.978008,-43.231832
19/04/2023 11:28:45,"-22.978024,-43.231846",-22.978024,-43.231846
19/04/2023 11:28:55,"-22.978005,-43.231816",-22.978005,-43.231816
19/04/2023 11:29:05,"-22.978908,-43.232534",-22.978908,-43.232534
19/04/2023 11:29:15,"-22.978000,-43.231809",-22.978,-43.231809
19/04/2023 11:29:25,"-22.977999,-43.231817",-22.977999,-43.231817
19/04/2023 11:29:35,"-22.978002,-43.231814",-22.978002,-43.231814
19/04/2023 11:29:45,"-22.977989,-43.231803",-22.977989,-43.231803
19/04/2023 11:29:55,"-22.978005,-43.231816",-22.978005,-43.231816
19/04/2023 11:30:06,"-22.978009,-43.231820",-22.978009,-43.23182
19/04/2023 11:30:16,"-22.978007,-43.231818",-22.978007,-43.231818
19/04/2023 11:30:26,"-22.978005,-43.231820",-22.978005,-43.23182
19/04/2023 11:30:36,"-22.977998,-43.231817",-22.977998,-43.231817
19/04/2023 11:30:46,"-22.977998,-43.231826",-22.977998,-43.231826
19/04/2023 11:30:56,"-22.978007,-43.231814",-22.978007,-43.231814
19/04/2023 11:31:06,"-22.978009,-43.231819",-22.978009,-43.231819
19/04/2023 11:31:16,"-22.977995,-43.231854",-22.977995,-43.231854
19/04/2023 11:31:26,"-22.978016,-43.231823",-22.978016,-43.231823
19/04/2023 11:31:36,"-22.977995,-43.231821",-22.977995,-43.231821
19/04/2023 11:31:46,"-22.977997,-43.231820",-22.977997,-43.23182
19/04/2023 11:31:56,"-22.978004,-43.231813",-22.978004,-43.231813
19/04/2023 11:32:06,"-22.978005,-43.231820",-22.978005,-43.23182
19/04/2023 11:32:16,"-22.978012,-43.231824",-22.978012,-43.231824
19/04/2023 11:32:26,"-22.978013,-43.231819",-22.978013,-43.231819
19/04/2023 11:32:36,"-22.977995,-43.231827",-22.977995,-43.231827
19/04/2023 11:32:46,"-22.978010,-43.231815",-22.97801,-43.231815
19/04/2023 11:32:56,"-22.978010,-43.231818",-22.97801,-43.231818
19/04/2023 11:33:06,"-22.979326,-43.232771",-22.979326,-43.232771
19/04/2023 11:33:16,"-22.977996,-43.231810",-22.977996,-43.23181
19/04/2023 11:33:26,"-22.978007,-43.231823",-22.978007,-43.231823
19/04/2023 11:33:36,"-22.978016,-43.231845",-22.978016,-43.231845
19/04/2023 11:33:46,"-22.977995,-43.231812",-22.977995,-43.231812
19/04/2023 11:33:56,"-22.979372,-43.232765",-22.979372,-43.232765
19/04/2023 11:34:06,"-22.977972,-43.231801",-22.977972,-43.231801
19/04/2023 11:34:16,"-22.978006,-43.231819",-22.978006,-43.231819
19/04/2023 11:34:26,"-22.977986,-43.231817",-22.977986,-43.231817
19/04/2023 11:34:36,"-22.977997,-43.231809",-22.977997,-43.231809
19/04/2023 11:34:46,"-22.978006,-43.231814",-22.978006,-43.231814
19/04/2023 11:34:56,"-22.978006,-43.231811",-22.978006,-43.231811
19/04/2023 11:35:06,"-22.978037,-43.231836",-22.978037,-43.231836
19/04/2023 11:35:16,"-22.977989,-43.231811",-22.977989,-43.231811
19/04/2023 11:35:26,"-22.978006,-43.231816",-22.978006,-43.231816
19/04/2023 11:35:36,"-22.978014,-43.231817",-22.978014,-43.231817
19/04/2023 11:35:46,"-22.978012,-43.231812",-22.978012,-43.231812
19/04/2023 11:35:56,"-22.978004,-43.231818",-22.978004,-43.231818
19/04/2023 11:36:06,"-22.978002,-43.231822",-22.978002,-43.231822
19/04/2023 11:36:16,"-22.977998,-43.231828",-22.977998,-43.231828
19/04/2023 11:36:27,"-22.978005,-43.231817",-22.978005,-43.231817
19/04/2023 11:36:37,"-22.978012,-43.231820",-22.978012,-43.23182
19/04/2023 11:36:47,"-22.978011,-43.231814",-22.978011,-43.231814
19/04/2023 11:36:57,"-22.978007,-43.231808",-22.978007,-43.231808
19/04/2023 11:37:07,"-22.978025,-43.231821",-22.978025,-43.231821
19/04/2023 11:37:17,"-22.977988,-43.231803",-22.977988,-43.231803
19/04/2023 11:37:27,"-22.978000,-43.231807",-22.978,-43.231807
19/04/2023 11:37:37,"-22.978014,-43.231815",-22.978014,-43.231815
