Data,Hora,Latitude,Longitude
14/04/2023,13:13:57,-22.978015,-43.231732
14/04/2023,13:14:07,-22.977997,-43.231739
14/04/2023,13:14:17,-22.977983,-43.231754
14/04/2023,13:14:27,-22.977994,-43.231746
14/04/2023,13:14:37,-22.978012,-43.231717
14/04/2023,13:14:47,-22.978022,-43.231651
14/04/2023,13:14:57,-22.978015,-43.231678
14/04/2023,13:15:08,-22.978021,-43.231664
14/04/2023,13:15:18,-22.978144,-43.231559
14/04/2023,13:15:32,-22.978083,-43.231605
14/04/2023,13:15:42,-22.978051,-43.231633
14/04/2023,13:15:52,-22.978412,-43.231482
14/04/2023,13:16:02,-22.979343,-43.231942
14/04/2023,13:16:12,-22.979026,-43.231839
14/04/2023,13:16:22,-22.979438,-43.231451
14/04/2023,13:16:34,-22.979335,-43.232537
14/04/2023,13:16:47,-22.977781,-43.232262
14/04/2023,13:17:01,-22.977252,-43.232019
14/04/2023,13:17:11,-22.977272,-43.232064
14/04/2023,13:17:21,-22.977161,-43.232173
14/04/2023,13:17:31,-22.977013,-43.232275
14/04/2023,13:17:41,-22.976968,-43.232306
14/04/2023,13:17:51,-22.977008,-43.232286
14/04/2023,13:18:01,-22.97701,-43.232342
14/04/2023,13:18:11,-22.977104,-43.232358
14/04/2023,13:18:21,-22.97721,-43.232553
14/04/2023,13:18:30,-22.977281,-43.23274
14/04/2023,13:18:40,-22.977264,-43.232677
14/04/2023,13:18:50,-22.977264,-43.232675
14/04/2023,13:19:05,-22.977263,-43.232672
14/04/2023,13:19:16,-22.97726,-43.232666
14/04/2023,13:19:26,-22.977258,-43.232661
14/04/2023,13:19:36,-22.977258,-43.232661
14/04/2023,13:19:46,-22.978008,-43.231831
14/04/2023,13:19:56,-22.978,-43.23181
14/04/2023,13:20:06,-22.97799,-43.23181
14/04/2023,13:20:16,-22.978003,-43.231816
14/04/2023,13:20:26,-22.97799,-43.231805
14/04/2023,13:20:36,-22.977993,-43.231809
14/04/2023,13:20:46,-22.977998,-43.231819
14/04/2023,13:20:56,-22.977986,-43.231808
14/04/2023,13:21:06,-22.977994,-43.23181
14/04/2023,13:21:16,-22.978017,-43.231828
14/04/2023,13:21:26,-22.978015,-43.231826
14/04/2023,13:21:36,-22.978001,-43.231817
14/04/2023,13:21:46,-22.977995,-43.23181
14/04/2023,13:21:56,-22.977993,-43.231813
14/04/2023,13:22:06,-22.977996,-43.231811
14/04/2023,13:22:16,-22.977996,-43.231817
14/04/2023,13:22:26,-22.977988,-43.231813
14/04/2023,13:22:37,-22.978003,-43.231818
14/04/2023,13:22:47,-22.978004,-43.231819
14/04/2023,13:22:56,-22.977979,-43.231799
14/04/2023,13:23:07,-22.97799,-43.231816
14/04/2023,13:23:17,-22.977996,-43.231807
14/04/2023,13:23:27,-22.977993,-43.231808
14/04/2023,13:23:37,-22.978004,-43.23181
14/04/2023,13:23:47,-22.977991,-43.231807
14/04/2023,13:23:57,-22.977997,-43.231814
14/04/2023,13:24:07,-22.978015,-43.231817
14/04/2023,13:24:17,-22.978015,-43.231823
14/04/2023,13:24:27,-22.978002,-43.231819
14/04/2023,13:24:37,-22.978003,-43.231818
14/04/2023,13:24:47,-22.978003,-43.23182
14/04/2023,13:24:57,-22.978001,-43.231815
14/04/2023,13:25:07,-22.978001,-43.231816
14/04/2023,13:25:17,-22.978005,-43.231821
14/04/2023,13:25:27,-22.978001,-43.231815
14/04/2023,13:25:38,-22.97801,-43.231818
14/04/2023,13:25:48,-22.978004,-43.231818
14/04/2023,13:25:58,-22.977993,-43.231815
14/04/2023,13:26:08,-22.977991,-43.231816
14/04/2023,13:26:18,-22.978001,-43.231813
14/04/2023,13:26:28,-22.978002,-43.231809
14/04/2023,13:26:38,-22.977997,-43.231813
14/04/2023,13:26:48,-22.978009,-43.231814
14/04/2023,13:27:00,-22.978007,-43.231811
14/04/2023,13:27:10,-22.978013,-43.231826
14/04/2023,13:27:20,-22.978007,-43.231812
14/04/2023,13:27:30,-22.978001,-43.231809
14/04/2023,13:27:40,-22.978011,-43.23182
14/04/2023,13:27:50,-22.978002,-43.23182
14/04/2023,13:28:00,-22.977978,-43.231763
14/04/2023,13:28:10,-22.978006,-43.231819
14/04/2023,13:28:20,-22.97799,-43.231818
14/04/2023,13:28:30,-22.978002,-43.231817
14/04/2023,13:28:40,-22.977983,-43.231789
14/04/2023,13:28:50,-22.977988,-43.231818
14/04/2023,13:29:00,-22.977988,-43.231817
14/04/2023,13:29:10,-22.977991,-43.231813
14/04/2023,13:29:20,-22.978,-43.231817
14/04/2023,13:29:30,-22.978013,-43.231819
14/04/2023,13:29:40,-22.978002,-43.231815
14/04/2023,13:29:50,-22.97801,-43.231817
14/04/2023,13:30:00,-22.977997,-43.231811
14/04/2023,13:30:10,-22.978004,-43.231817
14/04/2023,13:30:20,-22.978002,-43.231818
14/04/2023,13:30:30,-22.977995,-43.231816
14/04/2023,13:30:40,-22.977995,-43.231816
14/04/2023,13:30:50,-22.977997,-43.231818
14/04/2023,13:31:00,-22.978,-43.231822
14/04/2023,13:31:10,-22.977999,-43.231822
14/04/2023,13:31:20,-22.978003,-43.23182
14/04/2023,13:31:30,-22.978001,-43.231818
14/04/2023,13:31:40,-22.977998,-43.231819
14/04/2023,13:31:50,-22.978001,-43.231818
14/04/2023,13:32:00,-22.978012,-43.231821
14/04/2023,13:32:10,-22.977999,-43.231819
14/04/2023,13:32:21,-22.978003,-43.23182
14/04/2023,13:32:31,-22.977995,-43.231814
14/04/2023,13:32:41,-22.978,-43.231814
14/04/2023,13:32:51,-22.977998,-43.231819
14/04/2023,13:33:01,-22.977999,-43.231818
14/04/2023,13:33:11,-22.978005,-43.231822
14/04/2023,13:33:21,-22.977969,-43.231803
14/04/2023,13:33:31,-22.977984,-43.231803
14/04/2023,13:33:41,-22.977996,-43.231818
14/04/2023,13:33:51,-22.978015,-43.231812
14/04/2023,13:34:01,-22.977998,-43.231808
14/04/2023,13:34:11,-22.97799,-43.231788
14/04/2023,13:34:21,-22.978,-43.231812
14/04/2023,13:34:31,-22.978016,-43.231828
14/04/2023,13:34:41,-22.977985,-43.231806
14/04/2023,13:34:51,-22.977983,-43.23181
14/04/2023,13:35:01,-22.977988,-43.231802
14/04/2023,13:35:11,-22.97798,-43.231807
14/04/2023,13:35:21,-22.977986,-43.231803
14/04/2023,13:35:31,-22.977974,-43.231803
14/04/2023,13:35:42,-22.977997,-43.23181
14/04/2023,13:35:52,-22.978004,-43.231822
14/04/2023,13:36:02,-22.978003,-43.231809
14/04/2023,13:36:12,-22.977999,-43.231814
14/04/2023,13:36:22,-22.977991,-43.231805
14/04/2023,13:36:32,-22.977993,-43.23181
14/04/2023,13:36:42,-22.977994,-43.231811
14/04/2023,13:36:52,-22.977981,-43.231806
14/04/2023,13:37:02,-22.977993,-43.231807
14/04/2023,13:37:12,-22.977984,-43.231806
14/04/2023,13:37:22,-22.977993,-43.231809
14/04/2023,13:37:32,-22.977999,-43.231812
14/04/2023,13:37:42,-22.977989,-43.231811
14/04/2023,13:37:52,-22.977999,-43.231808
14/04/2023,13:38:02,-22.977996,-43.231806
14/04/2023,13:38:12,-22.977997,-43.231805
14/04/2023,13:38:22,-22.977992,-43.23181
14/04/2023,13:38:32,-22.977998,-43.231814
14/04/2023,13:38:42,-22.977993,-43.231809
14/04/2023,13:38:52,-22.977995,-43.231815
14/04/2023,13:39:02,-22.977996,-43.231812
14/04/2023,13:39:12,-22.977999,-43.231811
14/04/2023,13:39:22,-22.978008,-43.231822
14/04/2023,13:39:32,-22.977999,-43.231802
14/04/2023,13:39:42,-22.977989,-43.231806
14/04/2023,13:39:52,-22.977993,-43.231811
14/04/2023,13:40:02,-22.977982,-43.231806
14/04/2023,13:40:12,-22.977989,-43.231805
14/04/2023,13:40:22,-22.977987,-43.231808
14/04/2023,13:40:32,-22.977998,-43.231813
14/04/2023,13:40:42,-22.977995,-43.231811
14/04/2023,13:40:52,-22.977994,-43.231811
14/04/2023,13:41:02,-22.977999,-43.231814
14/04/2023,13:41:12,-22.977993,-43.231809
14/04/2023,13:41:22,-22.977988,-43.2318
14/04/2023,13:41:32,-22.978,-43.231813
14/04/2023,13:41:42,-22.977994,-43.231816
14/04/2023,13:41:52,-22.977992,-43.231808
14/04/2023,13:42:02,-22.978004,-43.231807
14/04/2023,13:42:12,-22.977996,-43.23181
14/04/2023,13:42:22,-22.977997,-43.231807
14/04/2023,13:42:32,-22.977998,-43.231811
14/04/2023,13:42:42,-22.977992,-43.231808
14/04/2023,13:42:52,-22.977994,-43.231809
14/04/2023,13:43:02,-22.977993,-43.23181
14/04/2023,13:43:12,-22.977998,-43.231811
14/04/2023,13:43:22,-22.977985,-43.231807
14/04/2023,13:43:33,-22.977992,-43.231808
14/04/2023,13:43:42,-22.977989,-43.231807
14/04/2023,13:43:52,-22.977992,-43.231805
14/04/2023,13:44:02,-22.977995,-43.23181
14/04/2023,13:44:12,-22.977992,-43.231808
14/04/2023,13:44:22,-22.977996,-43.231812
14/04/2023,13:44:33,-22.977995,-43.231808
14/04/2023,13:44:43,-22.977995,-43.231811
14/04/2023,13:44:53,-22.97799,-43.231807
14/04/2023,13:45:03,-22.97799,-43.231807
14/04/2023,13:45:13,-22.977989,-43.23181
14/04/2023,13:45:23,-22.977986,-43.231812
14/04/2023,13:45:33,-22.978002,-43.231811
14/04/2023,13:45:43,-22.977981,-43.231803
14/04/2023,13:45:53,-22.977994,-43.231808
14/04/2023,13:46:03,-22.977993,-43.231808
14/04/2023,13:46:13,-22.977995,-43.231809
14/04/2023,13:46:23,-22.97799,-43.231807
14/04/2023,13:46:33,-22.977986,-43.231812
14/04/2023,13:46:46,-22.977984,-43.23181
14/04/2023,13:46:59,-22.977986,-43.231826
14/04/2023,13:47:09,-22.977994,-43.231808
14/04/2023,13:47:19,-22.977992,-43.231808
14/04/2023,13:47:29,-22.977993,-43.231809
14/04/2023,13:47:39,-22.978004,-43.231809
14/04/2023,13:47:49,-22.977996,-43.231812
14/04/2023,13:47:59,-22.977999,-43.231812
14/04/2023,13:48:09,-22.977998,-43.231813
14/04/2023,13:48:20,-22.977989,-43.231812
14/04/2023,13:48:30,-22.977989,-43.231808
14/04/2023,13:48:40,-22.978002,-43.231816
14/04/2023,13:48:50,-22.977999,-43.231812
14/04/2023,13:49:00,-22.977995,-43.231811
14/04/2023,13:49:10,-22.977994,-43.231808
14/04/2023,13:49:20,-22.978,-43.231812
14/04/2023,13:49:30,-22.977998,-43.231812
14/04/2023,13:49:40,-22.978001,-43.231816
14/04/2023,13:49:50,-22.977991,-43.231809
14/04/2023,13:50:00,-22.977999,-43.231805
14/04/2023,13:50:10,-22.977992,-43.231807
14/04/2023,13:50:20,-22.977991,-43.231805
14/04/2023,13:50:30,-22.977997,-43.231811
14/04/2023,13:50:40,-22.977998,-43.231812
14/04/2023,13:50:50,-22.977991,-43.23181
14/04/2023,13:51:00,-22.977994,-43.231808
14/04/2023,13:51:10,-22.97799,-43.231805
14/04/2023,13:51:20,-22.977997,-43.23181
14/04/2023,13:51:30,-22.977986,-43.231809
14/04/2023,13:51:40,-22.978004,-43.231818
14/04/2023,13:51:50,-22.977991,-43.231808
14/04/2023,13:52:00,-22.977996,-43.231812
14/04/2023,13:52:10,-22.977992,-43.231805
14/04/2023,13:52:20,-22.977981,-43.231807
14/04/2023,13:52:30,-22.978006,-43.231819
14/04/2023,13:52:40,-22.977998,-43.231812
14/04/2023,13:52:50,-22.97799,-43.231805
14/04/2023,13:53:00,-22.977997,-43.23181
14/04/2023,13:53:10,-22.977993,-43.231808
14/04/2023,13:53:20,-22.977987,-43.231808
14/04/2023,13:53:30,-22.977999,-43.231814
14/04/2023,13:53:40,-22.978003,-43.231811
14/04/2023,13:53:50,-22.978002,-43.231818
14/04/2023,13:54:00,-22.978001,-43.231816
14/04/2023,13:54:10,-22.979003,-43.232666
14/04/2023,13:54:20,-22.978002,-43.231809
14/04/2023,13:54:30,-22.977999,-43.231815
14/04/2023,13:54:40,-22.978004,-43.231824
14/04/2023,13:54:50,-22.977995,-43.231813
14/04/2023,13:55:00,-22.977994,-43.231809
14/04/2023,13:55:10,-22.977993,-43.231819
14/04/2023,13:55:20,-22.97801,-43.231814
14/04/2023,13:55:30,-22.978005,-43.231818
14/04/2023,13:55:40,-22.978015,-43.231819
14/04/2023,13:55:50,-22.97799,-43.231811
14/04/2023,13:56:00,-22.977992,-43.23181
14/04/2023,13:56:10,-22.977993,-43.231806
14/04/2023,13:56:20,-22.977993,-43.231809
14/04/2023,13:56:30,-22.977999,-43.231812
14/04/2023,13:56:41,-22.977996,-43.231811
14/04/2023,13:56:51,-22.977986,-43.231808
14/04/2023,13:57:01,-22.978002,-43.231809
14/04/2023,13:57:11,-22.978002,-43.23181
14/04/2023,13:57:21,-22.977998,-43.231815
14/04/2023,13:57:31,-22.97801,-43.231813
14/04/2023,13:57:41,-22.977993,-43.231808
14/04/2023,13:57:51,-22.977986,-43.231829
14/04/2023,13:58:01,-22.977158,-43.231766
14/04/2023,13:58:16,-22.978003,-43.231814
14/04/2023,13:58:26,-22.978009,-43.231816
14/04/2023,13:58:36,-22.977992,-43.231817
14/04/2023,13:58:46,-22.977993,-43.231812
14/04/2023,13:58:56,-22.977997,-43.231821
14/04/2023,13:59:06,-22.977996,-43.231822
14/04/2023,13:59:16,-22.977994,-43.231812
14/04/2023,13:59:26,-22.977996,-43.231814
14/04/2023,13:59:36,-22.977994,-43.231814
14/04/2023,13:59:46,-22.977994,-43.231811
14/04/2023,13:59:56,-22.977991,-43.231798
14/04/2023,14:00:06,-22.977993,-43.231819
14/04/2023,14:00:16,-22.977994,-43.231814
14/04/2023,14:00:26,-22.977987,-43.231838
14/04/2023,14:00:36,-22.977988,-43.231837
14/04/2023,14:00:46,-22.977992,-43.231812
14/04/2023,14:00:56,-22.977993,-43.231812
14/04/2023,14:01:06,-22.977998,-43.231813
14/04/2023,14:01:16,-22.977988,-43.231813
14/04/2023,14:01:26,-22.977994,-43.231817
14/04/2023,14:01:36,-22.977991,-43.23182
14/04/2023,14:01:46,-22.977997,-43.231818
14/04/2023,14:01:56,-22.977994,-43.231812
14/04/2023,14:02:06,-22.977991,-43.231821
14/04/2023,14:02:16,-22.977995,-43.231814
14/04/2023,14:02:26,-22.977993,-43.23182
14/04/2023,14:02:36,-22.977994,-43.231821
14/04/2023,14:02:46,-22.978007,-43.231817
14/04/2023,14:02:56,-22.977995,-43.231809
14/04/2023,14:03:06,-22.977995,-43.231817
14/04/2023,14:03:16,-22.978007,-43.231817
14/04/2023,14:03:26,-22.977992,-43.231822
14/04/2023,14:03:36,-22.977993,-43.231821
14/04/2023,14:03:46,-22.977988,-43.231838
14/04/2023,14:03:56,-22.977995,-43.231809
14/04/2023,14:04:06,-22.978009,-43.231817
14/04/2023,14:04:16,-22.977993,-43.231812
14/04/2023,14:04:26,-22.977994,-43.23183
14/04/2023,14:04:36,-22.978,-43.231814
14/04/2023,14:04:46,-22.977992,-43.231814
14/04/2023,14:04:56,-22.977991,-43.231817
14/04/2023,14:05:06,-22.978005,-43.231826
14/04/2023,14:05:16,-22.977995,-43.231818
14/04/2023,14:05:26,-22.977992,-43.231815
14/04/2023,14:05:36,-22.977992,-43.23182
14/04/2023,14:05:46,-22.978001,-43.231818
14/04/2023,14:05:56,-22.977992,-43.231818
14/04/2023,14:06:06,-22.977999,-43.231807
14/04/2023,14:06:17,-22.978,-43.231812
14/04/2023,14:06:26,-22.977995,-43.231816
14/04/2023,14:06:37,-22.977992,-43.231821
14/04/2023,14:06:47,-22.978003,-43.23181
14/04/2023,14:06:56,-22.978,-43.23181
14/04/2023,14:07:07,-22.977267,-43.231788
14/04/2023,14:07:17,-22.977981,-43.231825
14/04/2023,14:07:27,-22.978003,-43.231831
14/04/2023,14:07:37,-22.977952,-43.231806
14/04/2023,14:07:47,-22.97798,-43.2318
14/04/2023,14:07:57,-22.977996,-43.2318
14/04/2023,14:08:07,-22.977989,-43.231798
14/04/2023,14:08:17,-22.977996,-43.231814
14/04/2023,14:08:27,-22.978001,-43.231813
14/04/2023,14:08:37,-22.977998,-43.231808
14/04/2023,14:08:47,-22.977998,-43.231808
14/04/2023,14:08:57,-22.978007,-43.231808
14/04/2023,14:09:07,-22.977996,-43.231811
14/04/2023,14:09:17,-22.978,-43.231816
14/04/2023,14:09:27,-22.97801,-43.231807
14/04/2023,14:09:37,-22.97799,-43.231816
14/04/2023,14:09:47,-22.977999,-43.231813
14/04/2023,14:09:57,-22.978006,-43.23181
14/04/2023,14:10:07,-22.977322,-43.23178
14/04/2023,14:10:17,-22.97799,-43.231818
14/04/2023,14:10:27,-22.977996,-43.231814
14/04/2023,14:10:37,-22.977998,-43.23181
14/04/2023,14:10:47,-22.977997,-43.231806
14/04/2023,14:10:57,-22.977998,-43.231809
14/04/2023,14:11:07,-22.978001,-43.231813
14/04/2023,14:11:17,-22.978002,-43.231812
14/04/2023,14:11:27,-22.977998,-43.231809
14/04/2023,14:11:37,-22.978,-43.231807
14/04/2023,14:11:47,-22.977996,-43.231805
14/04/2023,14:11:57,-22.978014,-43.231818
14/04/2023,14:12:07,-22.977992,-43.231814
14/04/2023,14:12:17,-22.977992,-43.231821
14/04/2023,14:12:27,-22.977995,-43.231809
14/04/2023,14:12:37,-22.977995,-43.231815
14/04/2023,14:12:47,-22.977994,-43.231816
14/04/2023,14:12:57,-22.977994,-43.231809
14/04/2023,14:13:07,-22.978002,-43.231812
14/04/2023,14:13:17,-22.978002,-43.231812
14/04/2023,14:13:27,-22.978004,-43.231816
14/04/2023,14:13:52,-22.977998,-43.231808
14/04/2023,14:14:02,-22.977996,-43.231813
14/04/2023,14:14:14,-22.977994,-43.231823
14/04/2023,14:14:27,-22.978016,-43.231815
14/04/2023,14:14:37,-22.977999,-43.231809
14/04/2023,14:14:47,-22.977999,-43.231811
14/04/2023,14:15:02,-22.977341,-43.231761
14/04/2023,14:15:12,-22.977999,-43.231811
14/04/2023,14:15:22,-22.978001,-43.231811
14/04/2023,14:15:32,-22.977994,-43.231804
14/04/2023,14:15:42,-22.978002,-43.2318
14/04/2023,14:15:52,-22.978012,-43.231811
14/04/2023,14:16:02,-22.977996,-43.231807
14/04/2023,14:16:12,-22.978001,-43.231811
14/04/2023,14:16:22,-22.976286,-43.23174
14/04/2023,14:16:32,-22.978009,-43.231812
14/04/2023,14:16:42,-22.978005,-43.231817
14/04/2023,14:16:53,-22.977989,-43.231815
14/04/2023,14:17:03,-22.978002,-43.23181
14/04/2023,14:17:13,-22.976264,-43.231732
14/04/2023,14:17:23,-22.978024,-43.231814
14/04/2023,14:17:33,-22.978002,-43.231808
14/04/2023,14:17:43,-22.977999,-43.231812
14/04/2023,14:17:53,-22.977996,-43.231813
14/04/2023,14:18:03,-22.978006,-43.231812
14/04/2023,14:18:13,-22.978002,-43.231808
14/04/2023,14:18:24,-22.978002,-43.231815
14/04/2023,14:18:33,-22.977996,-43.231823
14/04/2023,14:18:47,-22.978005,-43.231819
14/04/2023,14:18:57,-22.977998,-43.231812
14/04/2023,14:19:07,-22.978005,-43.231817
14/04/2023,14:19:18,-22.978005,-43.231816
14/04/2023,14:19:32,-22.978,-43.231813
14/04/2023,14:19:42,-22.978001,-43.231818
14/04/2023,14:19:52,-22.977979,-43.231808
14/04/2023,14:20:07,-22.977985,-43.231796
14/04/2023,14:20:17,-22.977984,-43.231801
14/04/2023,14:20:27,-22.977998,-43.231814
14/04/2023,14:20:37,-22.978001,-43.231817
14/04/2023,14:20:47,-22.978,-43.231817
14/04/2023,14:20:57,-22.977995,-43.231812
14/04/2023,14:21:07,-22.978002,-43.23181
14/04/2023,14:21:17,-22.978,-43.231814
14/04/2023,14:21:27,-22.978005,-43.231815
14/04/2023,14:21:37,-22.977994,-43.231814
14/04/2023,14:21:47,-22.978003,-43.231816
14/04/2023,14:21:57,-22.977999,-43.231815
14/04/2023,14:22:07,-22.977996,-43.231821
14/04/2023,14:22:17,-22.977994,-43.23181
14/04/2023,14:22:27,-22.978015,-43.231814
14/04/2023,14:22:37,-22.978005,-43.231818
14/04/2023,14:22:47,-22.977993,-43.231836
14/04/2023,14:22:57,-22.977992,-43.231851
14/04/2023,14:23:07,-22.977993,-43.231848
14/04/2023,14:23:17,-22.978,-43.23181
14/04/2023,14:23:28,-22.978002,-43.231813
14/04/2023,14:23:38,-22.977994,-43.231804
14/04/2023,14:23:48,-22.977981,-43.2318
14/04/2023,14:23:58,-22.978013,-43.231817
14/04/2023,14:24:08,-22.977993,-43.231811
14/04/2023,14:24:18,-22.978005,-43.231809
14/04/2023,14:24:28,-22.977993,-43.231814
14/04/2023,14:24:39,-22.977995,-43.231817
14/04/2023,14:24:48,-22.977992,-43.231806
14/04/2023,14:24:59,-22.97798,-43.231801
14/04/2023,14:25:12,-22.977995,-43.23181
14/04/2023,14:25:22,-22.977996,-43.231812
14/04/2023,14:25:32,-22.977995,-43.231811
14/04/2023,14:25:42,-22.977993,-43.231807
14/04/2023,14:25:52,-22.978002,-43.231811
14/04/2023,14:26:02,-22.977984,-43.231796
14/04/2023,14:26:12,-22.977983,-43.231817
14/04/2023,14:26:22,-22.977999,-43.23181
14/04/2023,14:26:32,-22.977978,-43.231802
14/04/2023,14:26:44,-22.977983,-43.231802
14/04/2023,14:26:54,-22.977983,-43.231801
14/04/2023,14:27:04,-22.977995,-43.231821
14/04/2023,14:27:14,-22.97798,-43.231798
14/04/2023,14:27:24,-22.977985,-43.231803
14/04/2023,14:27:34,-22.977983,-43.231796
14/04/2023,14:27:44,-22.978012,-43.231815
14/04/2023,14:27:54,-22.977994,-43.231818
14/04/2023,14:28:06,-22.977992,-43.231805
14/04/2023,14:28:16,-22.977995,-43.231815
14/04/2023,14:28:26,-22.977993,-43.231811
14/04/2023,14:28:36,-22.977999,-43.231808
14/04/2023,14:28:46,-22.978,-43.23182
14/04/2023,14:28:56,-22.977993,-43.231821
14/04/2023,14:29:06,-22.977987,-43.231833
14/04/2023,14:29:16,-22.977989,-43.231832
14/04/2023,14:29:26,-22.977999,-43.231814
14/04/2023,14:29:36,-22.977984,-43.231816
14/04/2023,14:29:47,-22.978006,-43.231807
14/04/2023,14:29:57,-22.978009,-43.231815
14/04/2023,14:30:07,-22.978001,-43.231827
14/04/2023,14:30:21,-22.977994,-43.231812
14/04/2023,14:30:31,-22.977996,-43.231814
14/04/2023,14:30:43,-22.978003,-43.23182
14/04/2023,14:30:53,-22.977989,-43.231812
14/04/2023,14:31:03,-22.977994,-43.23181
14/04/2023,14:31:13,-22.977988,-43.23181
14/04/2023,14:31:23,-22.977999,-43.231811
14/04/2023,14:31:34,-22.977992,-43.23182
14/04/2023,14:31:44,-22.977999,-43.231818
14/04/2023,14:31:54,-22.977998,-43.231806
14/04/2023,14:32:04,-22.977997,-43.231814
14/04/2023,14:32:19,-22.978004,-43.231812
14/04/2023,14:32:29,-22.977991,-43.231806
14/04/2023,14:32:39,-22.977979,-43.231798
14/04/2023,14:32:49,-22.977985,-43.2318
14/04/2023,14:32:59,-22.978003,-43.23181
14/04/2023,14:33:09,-22.977994,-43.231787
14/04/2023,14:33:19,-22.978003,-43.23181
14/04/2023,14:33:29,-22.978001,-43.231808
14/04/2023,14:33:39,-22.977994,-43.231805
14/04/2023,14:33:49,-22.977973,-43.231798
14/04/2023,14:33:59,-22.978002,-43.231805
14/04/2023,14:34:10,-22.977996,-43.231812
14/04/2023,14:34:22,-22.977987,-43.231795
14/04/2023,14:34:34,-22.978002,-43.231808
14/04/2023,14:34:47,-22.977991,-43.231806
14/04/2023,14:34:57,-22.977998,-43.231809
14/04/2023,14:35:08,-22.978,-43.231812
14/04/2023,14:35:17,-22.977995,-43.231811
14/04/2023,14:35:30,-22.978007,-43.231809
14/04/2023,14:35:40,-22.978005,-43.23181
14/04/2023,14:35:51,-22.978006,-43.231813
14/04/2023,14:36:01,-22.977989,-43.231814
14/04/2023,14:36:11,-22.977996,-43.231811
14/04/2023,14:36:21,-22.97798,-43.231819
14/04/2023,14:36:31,-22.977969,-43.231796
14/04/2023,14:36:41,-22.977992,-43.231812
14/04/2023,14:36:51,-22.977989,-43.231817
14/04/2023,14:37:01,-22.977989,-43.231815
14/04/2023,14:37:11,-22.977986,-43.231822
14/04/2023,14:37:22,-22.977981,-43.231807
14/04/2023,14:37:31,-22.977998,-43.231819
14/04/2023,14:37:42,-22.977966,-43.231806
14/04/2023,14:37:52,-22.978003,-43.231813
14/04/2023,14:38:02,-22.977992,-43.231816
14/04/2023,14:38:12,-22.977999,-43.231811
14/04/2023,14:38:22,-22.977992,-43.231818
14/04/2023,14:38:32,-22.977988,-43.231821
14/04/2023,14:38:42,-22.978,-43.23182
14/04/2023,14:38:52,-22.977276,-43.23177
14/04/2023,14:39:02,-22.977998,-43.231808
14/04/2023,14:39:12,-22.978003,-43.23181
14/04/2023,14:39:22,-22.977989,-43.23181
14/04/2023,14:39:32,-22.977998,-43.231809
14/04/2023,14:39:42,-22.978005,-43.231811
14/04/2023,14:39:52,-22.977992,-43.231814
14/04/2023,14:40:02,-22.977992,-43.231811
14/04/2023,14:40:12,-22.977999,-43.231821
14/04/2023,14:40:23,-22.977996,-43.231815
14/04/2023,14:40:35,-22.977988,-43.231812
14/04/2023,14:40:45,-22.977278,-43.231765
14/04/2023,14:40:55,-22.977991,-43.231812
14/04/2023,14:41:05,-22.977994,-43.231812
14/04/2023,14:41:15,-22.978007,-43.231811
14/04/2023,14:41:25,-22.977996,-43.231809
14/04/2023,14:41:35,-22.978,-43.231809
14/04/2023,14:41:45,-22.97728,-43.23177
14/04/2023,14:41:55,-22.978003,-43.231812
14/04/2023,14:42:05,-22.978003,-43.231807
14/04/2023,14:42:15,-22.977988,-43.23182
14/04/2023,14:42:25,-22.978006,-43.231807
14/04/2023,14:42:35,-22.977999,-43.231811
14/04/2023,14:42:45,-22.977992,-43.231819
14/04/2023,14:42:55,-22.97728,-43.23177
14/04/2023,14:43:05,-22.977998,-43.231812
14/04/2023,14:43:15,-22.977991,-43.231811
14/04/2023,14:43:25,-22.977985,-43.231823
14/04/2023,14:43:35,-22.977993,-43.231809
14/04/2023,14:43:45,-22.977985,-43.231819
14/04/2023,14:43:55,-22.977998,-43.231825
14/04/2023,14:44:05,-22.977995,-43.23181
14/04/2023,14:44:15,-22.977993,-43.231809
14/04/2023,14:44:25,-22.977986,-43.231809
14/04/2023,14:44:35,-22.977993,-43.231818
14/04/2023,14:44:45,-22.977984,-43.231816
14/04/2023,14:44:55,-22.977982,-43.231822
14/04/2023,14:45:05,-22.978007,-43.231811
14/04/2023,14:45:15,-22.978007,-43.231821
14/04/2023,14:45:25,-22.977999,-43.231814
14/04/2023,14:45:38,-22.978008,-43.231815
14/04/2023,14:45:48,-22.977223,-43.231778
14/04/2023,14:45:58,-22.978006,-43.231817
14/04/2023,14:46:08,-22.978004,-43.231805
14/04/2023,14:46:18,-22.977983,-43.231802
14/04/2023,14:46:28,-22.977067,-43.23179
14/04/2023,14:46:38,-22.977987,-43.231815
14/04/2023,14:46:48,-22.97618,-43.231737
14/04/2023,14:46:58,-22.977996,-43.231814
14/04/2023,14:47:08,-22.977991,-43.231807
14/04/2023,14:47:18,-22.977309,-43.23177
14/04/2023,14:47:28,-22.977991,-43.231806
14/04/2023,14:47:38,-22.975982,-43.231774
14/04/2023,14:47:48,-22.977994,-43.231818
14/04/2023,14:47:58,-22.977989,-43.231817
14/04/2023,14:48:08,-22.977988,-43.231807
14/04/2023,14:48:18,-22.978,-43.23181
14/04/2023,14:48:28,-22.977972,-43.231807
14/04/2023,14:48:38,-22.977972,-43.231802
14/04/2023,14:48:48,-22.977995,-43.231809
14/04/2023,14:49:11,-22.977999,-43.231817
14/04/2023,14:49:21,-22.977992,-43.231822
